research_question,scenario_key,scenario_label,structure_key,structure_label,amm_enabled,metric_name,metric_label,n_used,mean,std,median,ci_level,ci_lo,ci_hi
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,tail_realized_volatility,Tail Realized Volatility,300,0.0010350677320062366,0.00012081201411654358,0.0010294439667648068,0.95,0.001020899924067405,0.0010481591654117946
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_cost_clob_q5,Average CLOB Cost Q=5,300,2.0867427207954847,0.3000961696798898,2.081600026761138,0.95,2.0540798627071086,2.1225204696224638
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_flow_share_amm_total,Average AMM Flow Share,300,0.0,0.0,0.0,0.95,0.0,0.0
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,price_recovery_steps,Price Recovery Steps,261,116.72413793103448,115.9976481514079,71.0,0.95,102.79875478927204,130.7295977011494
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,spread_recovery_steps,Spread Recovery Steps,13,273.53846153846155,151.949342098288,232.0,0.95,194.99807692307692,357.70192307692304
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,depth_recovery_steps,Depth Recovery Steps,299,16.13377926421405,6.842584981297637,15.0,0.95,15.381020066889633,16.90660535117057
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,liquidity_composite_recovery_steps,Liquidity Composite Recovery Steps,13,273.53846153846155,151.949342098288,232.0,0.95,194.3019230769231,354.625
RQ1,flash_crash,Flash Crash,without_amm,Without AMM,0,liquidity_composite_recovered,Liquidity Composite Recovered,300,0.043333333333333335,0.20394656873443773,0.0,0.95,0.02,0.06666666666666667
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_avg_clob_spread_bps,Post-shock CLOB Spread,300,4.018921124369594,0.6491010801510342,4.0196059781863775,0.95,3.949511042316296,4.092002919763963
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_avg_clob_depth,Post-shock CLOB Depth,300,575.7444741834574,88.16105843429962,570.5611398654712,0.95,565.3656072152057,585.6138578719153
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_avg_systemic_liquidity,Post-shock Systemic Liquidity,300,0.9527794978886857,0.0007616564659309418,0.9528156735628976,0.95,0.9526979921723538,0.9528626496761297
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_avg_realized_volatility,Post-shock Realized Volatility,300,0.0011525626517915378,0.0001094713349276143,0.0011365388089502235,0.95,0.0011409316983973306,0.0011646555461688583
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_mm_share_withdrawn,Post-shock MM Withdrawn Share,300,0.009566666666666668,0.006847728957514425,0.008181818181818182,0.95,0.008805984848484848,0.01035159090909091
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,post_shock_mm_withdrawal_score,Post-shock MM Withdrawal Score,300,0.6061318143150807,0.07170527710717162,0.5929642639151582,0.95,0.5980143626460018,0.6148230519226606
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_mm_share_withdrawn,Average MM Withdrawn Share,300,0.005846296296296296,0.004184723251814371,0.005,0.95,0.0053795833333333334,0.006331574074074074
RQ2,flash_crash,Flash Crash,without_amm,Without AMM,0,avg_mm_withdrawal_score,Average MM Withdrawal Score,300,0.5504529488734456,0.0546839800902155,0.5429188267279581,0.95,0.5443602555221845,0.557187032312521
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,n_trades,Total Trades,300,9138.136666666667,168.02209000999434,9128.0,0.95,9118.763250000002,9157.264500000001
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_clob_spread_bps,Average CLOB Spread,300,3.4738668348281774,0.435922732085081,3.5029509691738268,0.95,3.4257172958866233,3.5236857706114395
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_clob_depth,Average CLOB Depth,300,589.4974080222424,75.22002028475893,592.2389009506646,0.95,581.0328994974025,598.1283332009268
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_systemic_liquidity,Average Systemic Liquidity,300,0.943313389950654,0.002072434639981593,0.9434627848313606,0.95,0.9430761630975455,0.9435543359040527
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_realized_volatility,Average Realized Volatility,300,0.0010269076674013341,9.45846799110093e-05,0.0010258814078699112,0.95,0.0010164179257830931,0.0010379190813707903
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,tail_realized_volatility,Tail Realized Volatility,300,0.0009009236390590005,0.00013876696961829073,0.0008979405630559879,0.95,0.0008844012996646246,0.000915845540460267
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_cost_clob_q5,Average CLOB Cost Q=5,300,1.9279637546379482,0.24529038889881222,1.9513415784416532,0.95,1.9012569548146092,1.9553468189702619
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,avg_flow_share_amm_total,Average AMM Flow Share,300,0.1960070978393395,0.015443037640636632,0.19803526734846616,0.95,0.19428734494746847,0.19764398322628793
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,price_recovery_steps,Price Recovery Steps,299,49.40468227424749,55.986876261970615,36.0,0.95,43.65175585284281,56.62901337792642
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,spread_recovery_steps,Spread Recovery Steps,18,306.0,145.9782417308262,328.0,0.95,240.54166666666669,371.72222222222223
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,depth_recovery_steps,Depth Recovery Steps,300,31.536666666666665,8.653994895290534,31.0,0.95,30.59991666666667,32.55016666666666
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,liquidity_composite_recovery_steps,Liquidity Composite Recovery Steps,18,306.0,145.9782417308262,328.0,0.95,244.775,370.95416666666665
RQ1,dealer_liquidity_crisis,Dealer Liquidity Crisis,with_amm,With AMM,1,liquidity_composite_recovered,Liquidity Composite Recovered,300,0.06,0.23788364542889828,0.0,0.95,0.03666666666666667,0.08666666666666667
