panel_label,metric_name,metric_label,target_mode,endpoint_name,endpoint_label,sample_filter,n_pairs,mean_with_amm,mean_without_amm,mean_delta_with_minus_without,median_delta_with_minus_without,share_positive_delta,permutation_stat,permutation_p_value,ci_level,delta_ci_lo,delta_ci_hi
High-Vol Stress,execution_cost_resilience,Execution Cost Resilience,pre_shock_baseline,half_life_steps,Half-life,all,300,122.87333333333333,112.48,10.393333333333333,7.0,0.5366666666666666,10.393333333333333,0.016298370162983702,0.95,1.992333333333335,19.369249999999987
MM Withdrawal (Isolated),composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.52,0.6533333333333333,-0.13333333333333333,0.0,0.17666666666666667,-0.13333333333333333,0.0013998600139986002,0.95,-0.21333333333333335,-0.05333333333333334
MM Withdrawal (Isolated),composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,129.34666666666666,144.57666666666665,-15.23,-8.0,0.4666666666666667,-15.23,0.1616838316168383,0.95,-37.262499999999996,5.43908333333332
MM Withdrawal (Isolated),composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_both_recovered,Recovery Steps,both_recovered,103,193.89320388349515,173.35922330097088,20.533980582524272,3.0,0.5048543689320388,20.533980582524272,0.261973802619738,0.95,-13.864077669902912,54.88883495145628
MM Withdrawal (Isolated),composite_resilience,Composite Resilience,joint_price_spread_depth_cost,half_life_steps,Half-life,all,300,388.91333333333336,344.94,43.973333333333336,30.0,0.56,43.973333333333336,0.0036996300369963003,0.95,14.395083333333336,74.68583333333332
Flash Crash,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.6333333333333333,0.81,-0.17666666666666667,0.0,0.10666666666666667,-0.17666666666666667,9.999000099990002e-05,0.95,-0.24333333333333335,-0.11
Flash Crash,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,123.31333333333333,135.94,-12.626666666666667,-7.0,0.44666666666666666,-12.626666666666667,0.21477852214778523,0.95,-33.58483333333332,6.760083333333332
Flash Crash,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_both_recovered,Recovery Steps,both_recovered,158,169.0126582278481,160.27848101265823,8.734177215189874,5.5,0.5189873417721519,8.734177215189874,0.5465453454654534,0.95,-20.512025316455684,37.88370253164555
Flash Crash,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,half_life_steps,Half-life,all,300,304.4766666666667,231.20333333333335,73.27333333333333,53.0,0.6166666666666667,73.27333333333333,9.999000099990002e-05,0.95,41.869749999999996,104.75758333333327
Dealer Liquidity Crisis,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.9266666666666666,0.98,-0.05333333333333334,0.0,0.02,-0.05333333333333334,0.0035996400359964,0.95,-0.08666666666666667,-0.02
Dealer Liquidity Crisis,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,89.44,81.39333333333333,8.046666666666667,3.5,0.53,8.046666666666667,0.09249075092490751,0.95,-0.7172499999999989,17.378166666666658
Dealer Liquidity Crisis,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_both_recovered,Recovery Steps,both_recovered,272,93.31985294117646,82.03308823529412,11.286764705882353,5.0,0.5477941176470589,11.286764705882353,0.024997500249975,0.95,1.4569852941176515,20.864889705882348
Dealer Liquidity Crisis,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,half_life_steps,Half-life,all,300,117.72333333333333,50.02333333333333,67.7,5.0,0.6566666666666666,67.7,9.999000099990002e-05,0.95,46.86858333333333,89.08725
Funding Liquidity Shock,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.8233333333333334,0.9066666666666666,-0.08333333333333333,0.0,0.06666666666666667,-0.08333333333333333,0.0033996600339966003,0.95,-0.13333333333333333,-0.03333333333333333
Funding Liquidity Shock,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,127.15333333333334,119.63,7.523333333333333,1.5,0.5,7.523333333333333,0.37506249375062495,0.95,-9.127999999999998,24.899083333333323
Funding Liquidity Shock,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_both_recovered,Recovery Steps,both_recovered,227,146.13215859030836,125.55947136563877,20.572687224669604,8.0,0.5506607929515418,20.572687224669604,0.039896010398960104,0.95,0.8616740088105759,39.740638766519815
Funding Liquidity Shock,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,half_life_steps,Half-life,all,300,221.8,161.14666666666668,60.653333333333336,10.0,0.5866666666666667,60.653333333333336,0.00039996000399960006,0.95,27.693666666666676,91.86433333333332
High-Vol Stress,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovered_indicator,Recovered Indicator,all,300,0.84,0.9,-0.06,0.0,0.08,-0.06,0.037696230376962306,0.95,-0.11333333333333333,-0.006666666666666667
High-Vol Stress,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,time_observed_steps,Observed Time,all,300,273.26666666666665,277.8833333333333,-4.616666666666666,-6.0,0.45666666666666667,-4.616666666666666,0.47085291470852914,0.95,-16.796416666666662,7.979416666666651
High-Vol Stress,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,recovery_steps_both_recovered,Recovery Steps,both_recovered,228,286.0964912280702,282.64912280701753,3.4473684210526314,0.0,0.4956140350877193,3.4473684210526314,0.5956404359564044,0.95,-9.526644736842105,15.663815789473675
High-Vol Stress,composite_resilience,Composite Resilience,joint_price_spread_depth_cost,half_life_steps,Half-life,all,300,205.25333333333333,208.60333333333332,-3.35,0.0,0.39666666666666667,-3.35,0.022497750224977502,0.95,-7.083499999999999,-0.6856666666666721
